dteday,season,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered
2012-01-14,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,6,44
2012-01-14,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,6,32
2012-01-14,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,6,14
2012-01-14,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,0,3
2012-01-14,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4
2012-01-14,1,6,0,6,0,1,0.14,0.1515,0.5,0,0,5
2012-01-14,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24
2012-01-14,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89
2012-01-14,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,3,78
2012-01-14,1,10,0,6,0,1,0.16,0.2273,0.47,0,14,135
2012-01-14,1,11,0,6,0,1,0.2,0.197,0.4,0.194,28,150
2012-01-14,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189
2012-01-14,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182
2012-01-14,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,52,179
2012-01-14,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,49,177
2012-01-14,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178
2012-01-14,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,15,129
2012-01-14,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,21,122
2012-01-14,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,12,90
2012-01-14,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,8,95
2012-01-14,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,3,66
2012-01-14,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62
2012-01-14,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,5,71
2012-01-15,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50
2012-01-15,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,2,40
2012-01-15,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38
2012-01-15,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24
2012-01-15,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5
2012-01-15,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,0,5
2012-01-15,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,1,7
2012-01-15,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,3,14
2012-01-15,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,2,34
2012-01-15,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,10,80
2012-01-15,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,11,115
2012-01-15,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,21,144
2012-01-15,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,42,192
2012-01-15,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,40,184
2012-01-15,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,25,163
2012-01-15,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,33,173
2012-01-15,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174
2012-01-15,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131
2012-01-15,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,7,113
2012-01-15,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,9,101
2012-01-15,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,10,85
2012-01-15,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,1,71
2012-01-15,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,2,58
2012-01-15,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,3,26
2012-01-16,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,2,23
2012-01-16,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,2,18
2012-01-16,1,2,1,1,0,1,0.14,0.2121,0.46,0,3,14
2012-01-16,1,3,1,1,0,1,0.12,0.197,0.5,0,0,3
2012-01-16,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,2,6
2012-01-16,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5
2012-01-16,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0,13
2012-01-16,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,5,28
2012-01-16,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,3,75
2012-01-16,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,7,89
2012-01-16,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,19,107
2012-01-16,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,21,158
2012-01-16,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,20,165
2012-01-16,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,26,202
2012-01-16,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,23,158
2012-01-16,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,17,175
2012-01-16,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,22,158
2012-01-16,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,19,174
2012-01-16,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175
2012-01-16,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134
2012-01-16,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88
2012-01-16,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46
2012-01-16,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39
2012-01-16,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28
2012-01-17,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12
2012-01-17,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0,2
2012-01-17,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12
2012-01-17,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,0,2
2012-01-17,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,0,13
2012-01-17,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0,57
2012-01-17,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,5,121
2012-01-17,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,3,90
2012-01-17,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,7,61
2012-01-17,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61
2012-01-17,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,2,73
2012-01-17,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,3,83
2012-01-17,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,8,95
2012-01-17,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120
2012-01-17,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,6,123
2012-01-17,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,14,205
2012-01-17,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,20,442
2012-01-17,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,12,451
2012-01-17,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,11,297
2012-01-17,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,11,169
2012-01-17,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,6,174
2012-01-17,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,5,85
2012-01-17,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,1,60
2012-01-18,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,3,14
2012-01-18,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0,10
2012-01-18,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1
2012-01-18,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3
2012-01-18,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,0,1
2012-01-18,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0,29
2012-01-18,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88
2012-01-18,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262
2012-01-18,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,15,474
2012-01-18,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,6,196
2012-01-18,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88
2012-01-18,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,4,110
2012-01-18,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155
2012-01-18,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,6,124
2012-01-18,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98
2012-01-18,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122
2012-01-18,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163
2012-01-18,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,8,338
2012-01-18,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347
2012-01-18,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,5,251
2012-01-18,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,1,164
2012-01-18,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,5,119
2012-01-18,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,4,74
2012-01-18,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36
2012-01-19,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,0,16
2012-01-19,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,0,5
2012-01-19,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,0,3
2012-01-19,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4
2012-01-19,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,0,1
2012-01-19,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,0,19
2012-01-19,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,0,86
2012-01-19,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,2,204
2012-01-19,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,9,414
2012-01-19,1,9,0,4,1,1,0.12,0.197,0.54,0,6,204
2012-01-19,1,10,0,4,1,1,0.14,0.2121,0.59,0,10,98
2012-01-19,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93
2012-01-19,1,12,0,4,1,1,0.2,0.197,0.51,0.194,5,106
2012-01-19,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118
2012-01-19,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,15,104
2012-01-19,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118
2012-01-19,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,8,185
2012-01-19,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,21,364
2012-01-19,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,16,345
2012-01-19,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,5,229
2012-01-19,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,7,184
2012-01-19,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117
2012-01-19,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90
2012-01-19,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55
2012-01-20,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24
2012-01-20,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15
2012-01-20,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11
2012-01-20,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4
2012-01-20,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3
2012-01-20,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,0,19
2012-01-20,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68
2012-01-20,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,2,183
2012-01-20,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,4,421
2012-01-20,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,21,242
2012-01-20,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96
2012-01-20,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,6,117
2012-01-20,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,5,119
2012-01-20,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144
2012-01-20,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,8,107
2012-01-20,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,12,144
2012-01-20,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163
2012-01-20,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,9,340
2012-01-20,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,5,296
2012-01-20,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186
2012-01-20,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,1,141
2012-01-20,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,5,99
2012-01-20,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,1,71
2012-01-20,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,3,35
2012-01-21,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24
2012-01-21,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,1,22
2012-01-21,1,2,0,6,0,3,0.14,0.2121,0.86,0,1,25
2012-01-21,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13
2012-01-21,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,0,1
2012-01-21,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,0,2
2012-01-21,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,0,1
2012-01-21,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10
2012-01-21,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22
2012-01-21,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,2,40
2012-01-21,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,0,45
2012-01-21,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,1,62
2012-01-21,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,5,62
2012-01-21,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,10,66
2012-01-21,1,14,0,6,0,3,0.2,0.197,0.8,0.194,6,89
2012-01-21,1,15,0,6,0,3,0.2,0.197,0.8,0.194,6,113
2012-01-21,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,5,113
2012-01-21,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,7,99
2012-01-21,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,3,107
2012-01-21,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,0,85
2012-01-21,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,5,62
2012-01-21,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,5,64
2012-01-21,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56
2012-01-21,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,1,51
2012-01-22,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51
2012-01-22,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,1,49
2012-01-22,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,1,46
2012-01-22,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,1,20
2012-01-22,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,1,1
2012-01-22,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,1,2
2012-01-22,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,0,4
2012-01-22,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,2,11
2012-01-22,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,3,29
2012-01-22,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,9,54
2012-01-22,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,9,120
2012-01-22,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,18,115
2012-01-22,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,24,161
2012-01-22,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,24,175
2012-01-22,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,19,163
2012-01-22,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,27,149
2012-01-22,1,16,0,0,0,2,0.16,0.1515,0.8,0.194,12,143
2012-01-22,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,8,100
2012-01-22,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,11,110
2012-01-22,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,9,80
2012-01-22,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,5,69
2012-01-22,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,8,36
2012-01-22,1,22,0,0,0,2,0.16,0.197,0.93,0.0896,0,58
2012-01-22,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,2,35
2012-01-23,1,0,0,1,1,2,0.18,0.2424,0.86,0,2,17
2012-01-23,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0,4
2012-01-23,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,0,2
2012-01-23,1,3,0,1,1,2,0.18,0.2424,0.86,0,0,1
2012-01-23,1,4,0,1,1,2,0.2,0.2576,0.8,0,0,1
2012-01-23,1,5,0,1,1,2,0.2,0.2576,0.86,0,0,19
2012-01-23,1,6,0,1,1,2,0.2,0.2576,0.86,0,6,36
2012-01-23,1,7,0,1,1,3,0.2,0.2576,0.86,0,8,114
2012-01-23,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,5,267
2012-01-23,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,13,198
2012-01-23,1,10,0,1,1,2,0.2,0.2576,0.93,0,10,139
2012-01-23,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,5,57
2012-01-23,1,12,0,1,1,2,0.22,0.2727,0.93,0,10,52
2012-01-23,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,5,32
2012-01-23,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,13,48
2012-01-23,1,15,0,1,1,2,0.22,0.2121,1,0.2239,10,64
2012-01-23,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,14,108
2012-01-23,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,6,270
2012-01-23,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,7,275
2012-01-23,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,9,211
2012-01-23,1,20,0,1,1,2,0.26,0.2576,1,0.1642,8,161
2012-01-23,1,21,0,1,1,2,0.26,0.2424,1,0.2836,8,112
2012-01-23,1,22,0,1,1,2,0.26,0.2424,1,0.2836,4,64
2012-01-23,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,2,35
2012-01-24,1,0,0,2,1,2,0.3,0.2879,1,0.2836,6,19
2012-01-24,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,2,7
2012-01-24,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,2,6
2012-01-24,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,0,3
2012-01-24,1,4,0,2,1,2,0.3,0.3182,1,0.0896,0,2
2012-01-24,1,5,0,2,1,2,0.3,0.3182,1,0.0896,0,26
2012-01-24,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,1,88
2012-01-24,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,11,221
2012-01-24,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479
2012-01-24,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,11,244
2012-01-24,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,23,93
2012-01-24,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,30,123
2012-01-24,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,25,150
2012-01-24,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170
2012-01-24,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,35,138
2012-01-24,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,52,156
2012-01-24,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,35,243
2012-01-24,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,41,474
2012-01-24,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,32,391
2012-01-24,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,20,311
2012-01-24,1,20,0,2,1,1,0.32,0.3485,0.76,0,18,211
2012-01-24,1,21,0,2,1,1,0.36,0.3788,0.71,0,18,154
2012-01-24,1,22,0,2,1,1,0.32,0.3485,0.81,0,14,111
2012-01-24,1,23,0,2,1,1,0.32,0.3485,0.76,0,19,80
2012-01-25,1,0,0,3,1,1,0.26,0.303,0.93,0,6,25
2012-01-25,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,4,9
2012-01-25,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,3,3
2012-01-25,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,0,1
2012-01-25,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,0,4
2012-01-25,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,0,33
2012-01-25,1,6,0,3,1,1,0.24,0.2273,0.73,0.2239,1,87
2012-01-25,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,14,243
2012-01-25,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,18,495
2012-01-25,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,18,218
2012-01-25,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111
2012-01-25,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,52,105
2012-01-25,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,46,147
2012-01-25,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,63,149
2012-01-25,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,53,107
2012-01-25,1,15,0,3,1,1,0.36,0.3788,0.46,0,30,125
2012-01-25,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,29,217
2012-01-25,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,27,443
2012-01-25,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,24,415
2012-01-25,1,19,0,3,1,2,0.34,0.3636,0.53,0,5,311
2012-01-25,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,10,225
2012-01-25,1,21,0,3,1,1,0.3,0.3333,0.65,0,19,166
2012-01-25,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,12,101
2012-01-25,1,23,0,3,1,2,0.28,0.3182,0.65,0,3,63
2012-01-26,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,3,22
2012-01-26,1,1,0,4,1,2,0.28,0.3182,0.75,0,5,16
2012-01-26,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,1,6
2012-01-26,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,1,5
2012-01-26,1,4,0,4,1,1,0.28,0.3182,0.75,0,0,3
2012-01-26,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,0,28
2012-01-26,1,6,0,4,1,2,0.28,0.3182,0.81,0,0,88
2012-01-26,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,11,228
2012-01-26,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,16,514
2012-01-26,1,9,0,4,1,2,0.3,0.3333,0.81,0,18,256
2012-01-26,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,16,92
2012-01-26,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,11,100
2012-01-26,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,29,136
2012-01-26,1,13,0,4,1,2,0.38,0.3939,0.71,0,17,156
2012-01-26,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112
2012-01-26,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,22,142
2012-01-26,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,15,209
2012-01-26,1,17,0,4,1,2,0.42,0.4242,0.71,0,16,397
2012-01-26,1,18,0,4,1,2,0.42,0.4242,0.71,0,12,394
2012-01-26,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302
2012-01-26,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216
2012-01-26,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184
2012-01-26,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139
2012-01-26,1,23,0,4,1,2,0.4,0.4091,0.82,0,5,86
2012-01-27,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32
2012-01-27,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23
2012-01-27,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11
2012-01-27,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5
2012-01-27,1,4,0,5,1,2,0.4,0.4091,1,0.2985,1,3
2012-01-27,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24
2012-01-27,1,6,0,5,1,2,0.42,0.4242,1,0.3284,0,72
2012-01-27,1,7,0,5,1,2,0.42,0.4242,1,0.2985,6,128
2012-01-27,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206
2012-01-27,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101
2012-01-27,1,10,0,5,1,3,0.48,0.4697,1,0.1642,9,117
2012-01-27,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95
2012-01-27,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155
2012-01-27,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175
2012-01-27,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153
2012-01-27,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170
2012-01-27,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241
2012-01-27,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406
2012-01-27,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363
2012-01-27,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241
2012-01-27,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,6,153
2012-01-27,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127
2012-01-27,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,11,108
2012-01-27,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78
2012-01-28,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68
2012-01-28,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57
2012-01-28,1,2,0,6,0,1,0.26,0.303,0.6,0,3,38
2012-01-28,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16
2012-01-28,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8
2012-01-28,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10
2012-01-28,1,6,0,6,0,1,0.24,0.2879,0.7,0,3,12
2012-01-28,1,7,0,6,0,1,0.22,0.2727,0.75,0,3,28
2012-01-28,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82
2012-01-28,1,9,0,6,0,1,0.22,0.2727,0.8,0,13,145
