,AWND,Base,Day,Dropoff_latitude,Dropoff_longitude,Ehail_fee,Extra,Fare_amount,Lpep_dropoff_datetime,MTA_tax,PRCP,Passenger_count,Payment_type,Pickup_latitude,Pickup_longitude,RateCodeID,SNOW,SNWD,Store_and_fwd_flag,TMAX,TMIN,Tip_amount,Tolls_amount,Total_amount,Trip_distance,Trip_type,Type,VendorID,lpep_pickup_datetime,Trip Length (min)
1489050,5.6,,22,40.8172912598,-73.9172821045,,0.0,5.5,2014-04-22 13:26:53,0.5,0.01,1.0,2.0,40.8267021179,-73.9227523804,1.0,0.0,0.0,Y,71,51,0.0,0.0,6.0,1.1,1.0,0,1.0,2014-04-22 13:22:21,4.0
1432999,6.3,,20,40.7470397949,-73.8962097168,,0.0,5.0,2014-04-20 19:25:23,0.5,0.0,1.0,1.0,40.7475585938,-73.8850402832,1.0,0.0,0.0,N,60,45,2.5,0.0,8.0,0.6,1.0,0,1.0,2014-04-20 19:20:08,5.0
1367845,5.6,,19,40.735168457,-73.8738937378,,0.0,7.5,2014-04-19 14:45:14,0.5,0.0,1.0,1.0,40.749946594200004,-73.8628921509,1.0,0.0,0.0,N,68,41,0.0,0.0,8.0,1.53,1.0,0,2.0,2014-04-19 14:36:35,8.0
1259629,7.8,,17,40.8538208008,-73.9304656982,,0.5,16.5,2014-04-17 03:41:35,0.5,0.0,1.0,2.0,40.8165473938,-73.9079742432,1.0,0.0,0.0,N,48,36,0.0,0.0,17.5,4.68,1.0,0,2.0,2014-04-17 03:27:20,14.0
1429249,6.3,,20,40.7687149048,-73.9333343506,,1.0,4.5,2014-04-20 17:54:11,0.5,0.0,1.0,2.0,40.7667427063,-73.9216003418,1.0,0.0,0.0,N,60,45,0.0,0.0,6.0,0.8,1.0,0,1.0,2014-04-20 17:50:59,3.0
1844496,8.3,,30,40.8337745667,-73.9108276367,,0.0,15.0,2014-04-30 14:29:07,0.5,4.97,1.0,1.0,40.8610076904,-73.8901901245,1.0,0.0,0.0,N,52,41,0.0,0.0,15.5,3.24,1.0,0,2.0,2014-04-30 14:09:01,20.0
476353,4.3,B02682,21,,,,,24.4311122631,2014-04-21 12:02:00,,0.0,,,40.7162,-74.0124,,0.0,0.0,,67,41,,,,3.05515612041,,1,,2014-04-21 11:50:00,12.0
799904,4.3,,6,40.7132301331,-73.95156860350001,,0.5,5.5,2014-04-06 03:03:13,0.5,0.0,1.0,2.0,40.710571289099995,-73.9638137817,1.0,0.0,0.0,N,61,36,0.0,0.0,6.5,0.85,1.0,0,2.0,2014-04-06 02:58:03,5.0
1684762,5.4,,26,40.680301666300004,-73.9685974121,,0.0,11.5,2014-04-26 19:48:04,0.5,0.92,1.0,2.0,40.6645469666,-73.9346237183,1.0,0.0,0.0,N,67,46,0.0,0.0,12.0,3.17,1.0,0,2.0,2014-04-26 19:37:04,11.0
1365705,5.6,,19,40.819519043,-73.9269332886,,0.0,7.5,2014-04-19 13:36:58,0.5,0.0,1.0,2.0,40.8363647461,-73.9161300659,1.0,0.0,0.0,N,68,41,0.0,0.0,8.0,1.3,1.0,0,1.0,2014-04-19 13:29:28,7.0
638406,2.0,,2,40.7196121216,-73.9603424072,,0.5,6.5,2014-04-02 23:53:26,0.5,0.0,3.0,2.0,40.7326507568,-73.95811462399999,1.0,0.0,0.0,N,54,42,0.0,0.0,7.5,1.0,,0,1.0,2014-04-02 23:46:03,7.0
649817,3.8,,3,40.8291053772,-73.87060546880001,,0.0,16.0,2014-04-03 11:04:15,0.5,0.07,1.0,2.0,40.8169784546,-73.92305755619999,1.0,0.0,0.0,N,67,46,0.0,0.0,16.5,5.12,1.0,0,2.0,2014-04-03 10:52:57,11.0
1236638,7.6,,16,40.737133026100004,-73.9074783325,,0.0,5.5,2014-04-16 16:04:36,0.5,0.05,5.0,2.0,40.7454223633,-73.9033813477,1.0,0.0,0.0,N,49,31,0.0,0.0,6.0,0.92,1.0,0,2.0,2014-04-16 15:59:29,5.0
723042,8.5,,4,40.7211303711,-73.8442230225,,0.5,19.0,2014-04-04 21:42:28,0.5,0.21,1.0,2.0,40.7703971863,-73.9179229736,1.0,0.0,0.0,N,47,40,0.0,0.0,20.0,5.97,1.0,0,2.0,2014-04-04 21:27:15,15.0
1285010,7.8,,17,40.835224151599995,-73.9193496704,,1.0,4.5,2014-04-17 19:12:11,0.5,0.0,1.0,2.0,40.8401184082,-73.917427063,1.0,0.0,0.0,N,48,36,0.0,0.0,6.0,0.4,1.0,0,1.0,2014-04-17 19:08:10,4.0
488560,9.4,B02682,23,,,,,18.978972823499998,2014-04-23 11:58:00,,0.0,,,40.6979,-73.985,,0.0,0.0,,61,44,,,,2.50188635411,,1,,2014-04-23 11:49:00,9.0
288251,6.3,B02617,20,,,,,14.6585668155,2014-04-20 21:57:00,,0.0,,,40.7615,-73.9353,,0.0,0.0,,60,45,,,,1.83545267868,,1,,2014-04-20 21:51:00,6.0
855728,6.0,,7,40.8328018188,-73.9252700806,,0.0,9.0,2014-04-07 15:53:36,0.5,0.52,1.0,2.0,40.814281463600004,-73.9404983521,1.0,0.0,0.0,N,53,43,0.0,0.0,9.5,0.61,1.0,0,2.0,2014-04-07 15:40:33,13.0
612460,2.0,,2,40.6227607727,-73.9854736328,,0.0,3.5,2014-04-02 11:23:36,0.5,0.0,1.0,4.0,40.620136261,-73.98918151859999,1.0,0.0,0.0,N,54,42,0.0,0.0,4.0,0.3,,0,1.0,2014-04-02 11:21:25,2.0
1402767,6.3,,20,40.766746521,-73.9343261719,,0.5,9.0,2014-04-20 01:40:56,0.5,0.0,2.0,1.0,40.7428588867,-73.9540939331,1.0,0.0,0.0,N,60,45,1.9,0.0,11.9,2.24,1.0,0,2.0,2014-04-20 01:32:57,7.0
1367840,5.6,,19,40.751247406,-73.9752883911,,0.0,27.0,2014-04-19 15:01:41,0.5,0.0,2.0,1.0,40.8494300842,-73.93348693850001,1.0,0.0,0.0,N,68,41,5.5,0.0,33.0,8.7,1.0,0,1.0,2014-04-19 14:36:24,25.0
709193,8.5,,4,40.7480583191,-73.8805007935,,1.0,9.0,2014-04-04 18:00:41,0.5,0.21,1.0,2.0,40.7339515686,-73.8709411621,1.0,0.0,0.0,N,47,40,0.0,0.0,10.5,1.54,1.0,0,2.0,2014-04-04 17:48:53,11.0
292923,5.6,B02617,22,,,,,16.3792567854,2014-04-22 18:20:00,,0.01,,,40.6444,-73.7834,,0.0,0.0,,71,51,,,,2.57243724417,,1,,2014-04-22 18:13:00,7.0
159828,8.5,B02598,24,,,,,21.7128747327,2014-04-24 09:16:00,,0.0,,,40.7189,-73.9624,,0.0,0.0,,62,42,,,,2.1798630567700004,,1,,2014-04-24 09:07:00,9.0
1315367,5.4,,18,40.726318359400004,-74.0053939819,,0.0,33.0,2014-04-18 14:41:58,0.5,0.0,2.0,1.0,40.6815681458,-73.9185562134,1.0,0.0,0.0,N,49,35,6.6,0.0,40.1,7.2,1.0,0,2.0,2014-04-18 13:55:11,46.0
1160285,7.4,,14,40.7732772827,-73.9664764404,,0.0,7.5,2014-04-14 14:49:35,0.5,0.0,1.0,2.0,40.791801452600005,-73.9529037476,1.0,0.0,0.0,N,75,59,0.0,0.0,8.0,1.46,1.0,0,2.0,2014-04-14 14:40:53,8.0
391975,6.9,B02682,9,,,,,22.1471062275,2014-04-09 06:51:00,,0.0,,,40.7189,-74.0065,,0.0,0.0,,61,45,,,,1.80214568932,,1,,2014-04-09 06:42:00,9.0
571372,4.7,,1,40.7489776611,-73.856918335,,0.0,3.0,2014-04-01 08:56:25,0.5,0.0,1.0,2.0,40.7514152527,-73.8558273315,1.0,0.0,0.0,N,60,39,0.0,0.0,3.5,0.3,,0,1.0,2014-04-01 08:55:01,1.0
1272097,7.8,,17,40.804073333699996,-73.9604034424,,0.0,8.0,2014-04-17 13:51:57,0.5,0.0,1.0,2.0,40.7892150879,-73.9544754028,1.0,0.0,0.0,N,48,36,0.0,0.0,8.5,1.7,1.0,0,1.0,2014-04-17 13:42:55,9.0
1722759,5.8,,27,40.795028686500004,-73.9716567993,,0.0,7.0,2014-04-27 10:59:30,0.5,0.0,1.0,1.0,40.813632965100005,-73.9599075317,1.0,0.0,0.0,N,59,47,1.4,0.0,8.9,1.45,1.0,0,2.0,2014-04-27 10:53:46,5.0
1736903,5.8,,27,40.7454948425,-73.9162902832,,0.0,12.0,2014-04-27 18:10:03,0.5,0.0,1.0,1.0,40.7343101501,-73.86953735350001,1.0,0.0,0.0,N,59,47,2.4,0.0,14.9,2.86,1.0,0,2.0,2014-04-27 17:57:34,12.0
297722,8.5,B02617,24,,,,,11.612695428499999,2014-04-24 03:38:00,,0.0,,,40.7599,-73.9861,,0.0,0.0,,62,42,,,,0.8856634573819999,,1,,2014-04-24 03:34:00,4.0
1735277,5.8,,27,40.763835907,-73.982170105,,0.0,15.5,2014-04-27 17:37:00,0.5,0.0,1.0,2.0,40.807285308800004,-73.9644927979,1.0,0.0,0.0,N,59,47,0.0,0.0,16.0,3.26,1.0,0,2.0,2014-04-27 17:17:59,19.0
1413962,6.3,,20,40.6381340027,-73.92794036869999,,0.0,23.5,2014-04-20 09:32:28,0.5,0.0,1.0,2.0,40.5761985779,-73.98788452149999,1.0,0.0,0.0,N,60,45,0.0,0.0,24.0,7.59,1.0,0,2.0,2014-04-20 09:13:11,19.0
1740265,5.8,,27,40.7776412964,-73.988899231,,0.0,13.5,2014-04-27 19:30:12,0.5,0.0,1.0,1.0,40.7851753235,-73.9491348267,1.0,0.0,0.0,N,59,47,1.5,0.0,15.5,3.3,1.0,0,1.0,2014-04-27 19:14:26,15.0
823625,4.3,,6,40.8399391174,-73.8779754639,,1.0,9.5,2014-04-06 18:28:26,0.5,0.0,1.0,2.0,40.8245162964,-73.9084243774,1.0,0.0,0.0,N,61,36,0.0,0.0,11.0,2.0,,0,1.0,2014-04-06 18:19:40,8.0
1582306,8.5,,24,40.6967353821,-73.9332962036,,0.5,13.5,2014-04-24 20:30:39,0.5,0.0,1.0,1.0,40.713710784899995,-73.9617996216,1.0,0.0,0.0,N,62,42,3.5,0.0,18.0,2.92,1.0,0,2.0,2014-04-24 20:13:14,17.0
80391,6.9,B02598,9,,,,,15.8801551654,2014-04-09 22:04:00,,0.0,,,40.8023,-73.9452,,0.0,0.0,,61,45,,,,2.52277883004,,1,,2014-04-09 21:56:00,8.0
832425,4.3,,6,40.692192077600005,-73.9064941406,,0.5,14.5,2014-04-06 22:11:23,0.5,0.0,1.0,2.0,40.6816864014,-73.9582672119,1.0,0.0,0.0,N,61,36,0.0,0.0,15.5,3.21,1.0,0,2.0,2014-04-06 21:50:54,20.0
518337,5.4,B02682,26,,,,,17.4961780162,2014-04-26 18:49:00,,0.92,,,40.7349,-74.0061,,0.0,0.0,,67,46,,,,2.8664761668299996,,1,,2014-04-26 18:41:00,8.0
1104041,5.8,,13,40.7116127014,-73.9440612793,,0.5,5.5,2014-04-13 01:40:16,0.5,0.0,1.0,1.0,40.708808898899996,-73.9593505859,1.0,0.0,0.0,N,77,54,1.8,0.0,8.3,0.87,1.0,0,2.0,2014-04-13 01:35:40,4.0
843754,6.0,,7,40.801231384299996,-73.9481582642,,0.0,4.0,2014-04-07 08:43:59,0.5,0.52,1.0,1.0,40.8042221069,-73.9549331665,1.0,0.0,0.0,N,53,43,0.0,0.0,4.5,0.41,1.0,0,2.0,2014-04-07 08:41:04,2.0
762382,8.5,,5,40.7236557007,-73.99662017819999,,0.0,16.5,2014-04-05 16:58:56,0.5,0.0,1.0,1.0,40.719039916999996,-73.9485626221,1.0,0.0,0.0,N,54,40,3.3,0.0,20.3,3.21,1.0,0,2.0,2014-04-05 16:35:39,23.0
1034279,5.8,,11,40.8081359863,-73.9442672729,,0.5,28.5,2014-04-11 22:36:46,0.5,0.0,1.0,1.0,40.7302513123,-73.9543533325,1.0,0.0,0.0,N,75,56,8.7,0.0,38.2,8.53,1.0,0,2.0,2014-04-11 22:09:21,27.0
442461,7.6,B02682,16,,,,,25.770687953699998,2014-04-16 08:07:00,,0.05,,,40.7796,-73.9559,,0.0,0.0,,49,31,,,,3.9474630568,,1,,2014-04-16 07:54:00,13.0
652956,3.8,,3,40.7964744568,-73.9409637451,,0.0,5.5,2014-04-03 12:51:55,0.5,0.07,1.0,2.0,40.7879066467,-73.9443130493,1.0,0.0,0.0,N,67,46,0.0,0.0,6.0,1.0,,0,1.0,2014-04-03 12:47:32,4.0
967098,6.9,,10,40.7552986145,-73.8603363037,,0.0,9.0,2014-04-10 14:15:34,0.5,0.0,1.0,2.0,40.746662139899996,-73.8914337158,1.0,0.0,0.0,N,58,42,0.0,0.0,9.5,1.62,1.0,0,2.0,2014-04-10 14:04:58,10.0
1848376,8.3,,30,40.6805915833,-73.96236419680001,,0.0,8.5,2014-04-30 15:56:32,0.5,4.97,6.0,1.0,40.6846961975,-73.9778442383,1.0,0.0,0.0,N,52,41,0.0,0.0,9.0,1.2,1.0,0,2.0,2014-04-30 15:45:32,11.0
360145,8.5,B02682,4,,,,,6.89027738079,2014-04-04 22:14:00,,0.21,,,40.7288,-73.9881,,0.0,0.0,,47,40,,,,2.2439552433700003,,1,,2014-04-04 22:06:00,8.0
1472908,4.3,,21,40.7778968811,-73.955696106,,0.5,5.5,2014-04-21 21:54:13,0.5,0.0,1.0,1.0,40.7891082764,-73.9527664185,1.0,0.0,0.0,N,67,41,0.65,0.0,7.15,1.0,1.0,0,1.0,2014-04-21 21:49:48,4.0
1380059,5.6,,19,40.7147026062,-73.9414215088,,0.0,13.5,2014-04-19 19:26:43,0.5,0.0,2.0,2.0,40.6730804443,-73.95291900630001,1.0,0.0,0.0,N,68,41,0.0,0.0,14.0,3.59,1.0,0,2.0,2014-04-19 19:12:54,13.0
1284697,7.8,,17,40.7808265686,-73.958656311,,1.0,4.5,2014-04-17 19:05:30,0.5,0.0,1.0,2.0,40.7907981873,-73.95362854,1.0,0.0,0.0,N,48,36,0.0,0.0,6.0,0.85,1.0,0,2.0,2014-04-17 19:02:27,3.0
529272,4.3,B02682,28,,,,,21.885432896199998,2014-04-28 11:48:00,,0.0,,,40.7388,-74.0054,,0.0,0.0,,67,45,,,,1.9175785807199999,,1,,2014-04-28 11:39:00,9.0
324398,8.3,B02617,30,,,,,24.957104021,2014-04-30 18:23:00,,4.97,,,40.7327,-73.9973,,0.0,0.0,,52,41,,,,5.75939717738,,1,,2014-04-30 18:08:00,15.0
963520,6.9,,10,40.7110862732,-73.9634246826,,0.0,5.5,2014-04-10 12:04:42,0.5,0.0,1.0,2.0,40.7178955078,-73.9576034546,1.0,0.0,0.0,N,58,42,0.0,0.0,6.0,0.0,1.0,0,2.0,2014-04-10 11:57:04,7.0
1480607,5.6,,22,40.7373847961,-73.9841384888,,0.0,27.0,2014-04-22 08:20:41,0.5,0.01,1.0,1.0,40.8137741089,-73.9599227905,1.0,0.0,0.0,N,71,51,2.0,0.0,29.5,7.3,1.0,0,1.0,2014-04-22 07:49:47,30.0
238081,8.5,B02617,5,,,,,25.9083914773,2014-04-05 20:59:00,,0.0,,,40.7352,-74.0054,,0.0,0.0,,54,40,,,,3.05143015424,,1,,2014-04-05 20:48:00,11.0
1563749,8.5,,24,40.8264923096,-73.9502334595,,0.0,3.5,2014-04-24 11:51:30,0.5,0.0,2.0,2.0,40.821762085,-73.9537200928,1.0,0.0,0.0,N,62,42,0.0,0.0,4.0,0.35,1.0,0,2.0,2014-04-24 11:49:32,1.0
1760494,4.3,,28,40.6080474854,-73.96212768550001,,0.0,10.0,2014-04-28 09:50:05,0.5,0.0,1.0,2.0,40.6389274597,-73.9694519043,1.0,0.0,0.0,N,67,45,0.0,0.0,10.5,2.21,1.0,0,2.0,2014-04-28 09:39:50,10.0
187337,5.8,B02598,27,,,,,13.635512128599999,2014-04-27 10:34:00,,0.0,,,40.7695,-73.9692,,0.0,0.0,,59,47,,,,1.7265509426299999,,1,,2014-04-27 10:27:00,7.0
1544069,9.4,,23,40.7424964905,-73.8783950806,,0.5,11.0,2014-04-23 21:32:54,0.5,0.0,1.0,2.0,40.7583312988,-73.9194793701,1.0,0.0,0.0,N,61,44,0.0,0.0,12.0,2.51,1.0,0,2.0,2014-04-23 21:20:49,12.0
238604,8.5,B02617,5,,,,,34.0477735077,2014-04-05 22:46:00,,0.0,,,40.7672,-73.9549,,0.0,0.0,,54,40,,,,5.31535080177,,1,,2014-04-05 22:31:00,15.0
1450063,4.3,,21,40.7518806458,-73.9785232544,,0.0,18.5,2014-04-21 08:55:55,0.5,0.0,1.0,1.0,40.8103942871,-73.939414978,1.0,0.0,0.0,N,67,41,2.0,0.0,21.0,4.7,1.0,0,1.0,2014-04-21 08:33:06,22.0
1327138,5.4,,18,40.7144050598,-73.9576873779,,1.0,7.0,2014-04-18 18:53:15,0.5,0.0,1.0,2.0,40.722408294699996,-73.9411010742,1.0,0.0,0.0,N,49,35,0.0,0.0,8.5,1.2,1.0,0,1.0,2014-04-18 18:46:27,6.0
1191866,8.7,,15,40.8232917786,-73.9451293945,,0.0,7.0,2014-04-15 13:01:22,0.5,0.71,1.0,2.0,40.7892723083,-73.95473480220001,1.0,0.0,0.0,N,63,33,0.0,0.0,7.5,1.17,1.0,0,2.0,2014-04-15 12:53:59,7.0
267416,7.4,B02617,14,,,,,18.7576048599,2014-04-14 13:46:00,,0.0,,,40.7595,-73.9683,,0.0,0.0,,75,59,,,,2.24588252976,,1,,2014-04-14 13:38:00,8.0
159531,8.5,B02598,24,,,,,15.779605356300001,2014-04-24 08:21:00,,0.0,,,40.7826,-73.9729,,0.0,0.0,,62,42,,,,3.7221077914599996,,1,,2014-04-24 08:10:00,11.0
503289,4.9,B02682,25,,,,,13.2251184149,2014-04-25 04:54:00,,0.02,,,40.7501,-73.9834,,0.0,0.0,,63,44,,,,2.7718412082599997,,1,,2014-04-25 04:46:00,8.0
131352,5.4,B02598,18,,,,,25.916329408800003,2014-04-18 23:08:00,,0.0,,,40.725,-73.9791,,0.0,0.0,,49,35,,,,3.5944598591800005,,1,,2014-04-18 22:55:00,13.0
1550076,9.4,,23,40.717830658000004,-73.9578094482,,0.5,26.5,2014-04-24 00:06:20,0.5,0.0,5.0,1.0,40.758430481,-73.8447875977,1.0,0.0,0.0,N,61,44,5.4,0.0,32.9,9.02,1.0,0,2.0,2014-04-23 23:51:10,15.0
338599,2.0,B02682,2,,,,,22.278992379499996,2014-04-02 18:51:00,,0.0,,,40.7341,-73.9815,,0.0,0.0,,54,42,,,,2.1155981748599997,,1,,2014-04-02 18:42:00,9.0
1697598,5.4,,26,40.725643158000004,-74.077293396,,0.0,60.0,2014-04-26 22:59:13,0.0,0.92,2.0,1.0,40.731689453099996,-74.0657119751,5.0,0.0,0.0,N,67,46,14.2,11.0,85.2,1.2,2.0,0,1.0,2014-04-26 22:44:46,14.0
1367668,5.6,,19,40.721851348899996,-73.9582443237,,0.0,14.0,2014-04-19 14:47:37,0.5,0.0,1.0,1.0,40.7023353577,-73.98648834229999,1.0,0.0,0.0,N,68,41,2.8,0.0,17.3,3.63,1.0,0,2.0,2014-04-19 14:31:36,16.0
1693791,5.4,,26,40.7584114075,-73.9333190918,,0.5,7.0,2014-04-26 21:56:41,0.5,0.92,1.0,2.0,40.757446289099995,-73.9157867432,1.0,0.0,0.0,N,67,46,0.0,0.0,8.0,1.42,1.0,0,2.0,2014-04-26 21:49:40,7.0
749085,8.5,,5,40.6781234741,-73.9910888672,,0.0,4.5,2014-04-05 10:21:13,0.5,0.0,6.0,1.0,40.6859512329,-73.9941177368,1.0,0.0,0.0,N,54,40,0.9,0.0,5.9,0.77,1.0,0,2.0,2014-04-05 10:17:55,3.0
895703,6.9,,8,40.874778747600004,-73.8876953125,,0.0,18.0,2014-04-08 17:15:16,0.0,0.34,1.0,2.0,40.7842521667,-73.9440765381,5.0,0.0,0.0,N,64,46,0.0,0.0,18.0,5.14,2.0,0,2.0,2014-04-08 16:41:48,33.0
1535313,9.4,,23,40.779823303200004,-73.9557037354,,1.0,7.0,2014-04-23 18:25:38,0.5,0.0,1.0,2.0,40.7863502502,-73.9424285889,1.0,0.0,0.0,N,61,44,0.0,0.0,8.5,1.1,1.0,0,2.0,2014-04-23 18:18:14,7.0
1471927,4.3,,21,40.7908935547,-73.9535903931,,0.5,25.0,2014-04-21 21:37:41,0.5,0.0,1.0,1.0,40.744342804,-73.8858337402,1.0,0.0,0.0,N,67,41,2.0,5.33,33.33,7.87,1.0,0,2.0,2014-04-21 21:17:34,20.0
1605580,4.9,,25,40.7646408081,-73.9697265625,,0.0,15.5,2014-04-25 11:28:32,0.5,0.02,1.0,1.0,40.7986793518,-73.9366531372,1.0,0.0,0.0,N,63,44,3.1,0.0,19.1,3.24,1.0,0,2.0,2014-04-25 11:07:15,21.0
1508610,5.6,,22,40.7356796265,-73.853767395,,0.5,19.0,2014-04-22 23:04:55,0.5,0.01,2.0,1.0,40.7616081238,-73.92464447020001,1.0,0.0,0.0,N,71,51,4.88,0.0,24.88,6.48,1.0,0,2.0,2014-04-22 22:52:49,12.0
1321902,5.4,,18,40.7951622009,-73.96598052979999,,1.0,9.5,2014-04-18 17:11:54,0.5,0.0,2.0,1.0,40.8088188171,-73.9485778809,1.0,0.0,0.0,N,49,35,2.1,0.0,13.1,1.61,1.0,0,2.0,2014-04-18 17:00:50,11.0
501524,8.5,B02682,24,,,,,25.6663588209,2014-04-24 21:19:00,,0.0,,,40.7533,-73.9864,,0.0,0.0,,62,42,,,,3.5179346885800005,,1,,2014-04-24 21:06:00,13.0
1849936,8.3,,30,40.842086791999996,-73.9421463013,,0.0,52.0,2014-04-30 16:18:11,0.5,4.97,1.0,2.0,40.8420944214,-73.942237854,2.0,0.0,0.0,N,52,41,0.0,0.0,52.5,0.0,1.0,0,2.0,2014-04-30 16:18:05,0.0
310540,5.4,B02617,26,,,,,22.7123184333,2014-04-26 23:42:00,,0.92,,,40.7215,-73.999,,0.0,0.0,,67,46,,,,4.03020978828,,1,,2014-04-26 23:29:00,13.0
190794,5.8,B02598,27,,,,,19.3136265773,2014-04-27 22:22:00,,0.0,,,40.6459,-73.7768,,0.0,0.0,,59,47,,,,3.3669964298500004,,1,,2014-04-27 22:10:00,12.0
471314,6.3,B02682,20,,,,,22.952789155300003,2014-04-20 11:28:00,,0.0,,,40.7637,-73.8281,,0.0,0.0,,60,45,,,,2.13701570712,,1,,2014-04-20 11:21:00,7.0
628916,2.0,,2,40.711517334,-73.9356918335,,1.0,7.0,2014-04-02 19:29:21,0.5,0.0,1.0,1.0,40.7014732361,-73.931137085,1.0,0.0,0.0,N,54,42,1.6,0.0,10.1,1.48,1.0,0,2.0,2014-04-02 19:23:21,6.0
1156332,7.4,,14,40.6885261536,-73.9828491211,,0.0,4.0,2014-04-14 12:04:54,0.5,0.0,1.0,2.0,40.6815795898,-73.9938201904,1.0,0.0,0.0,N,75,59,0.0,0.0,4.5,0.52,1.0,0,2.0,2014-04-14 12:01:50,3.0
547796,8.3,B02682,30,,,,,21.3464962224,2014-04-30 16:23:00,,4.97,,,40.7643,-73.9831,,0.0,0.0,,52,41,,,,1.7779557598,,1,,2014-04-30 16:17:00,6.0
845120,6.0,,7,40.7628135681,-73.96875,,0.0,20.5,2014-04-07 09:47:43,0.5,0.52,1.0,2.0,40.8085975647,-73.9448928833,1.0,0.0,0.0,N,53,43,0.0,0.0,21.0,4.53,1.0,0,2.0,2014-04-07 09:21:23,26.0
1688146,5.4,,26,40.6758079529,-73.964553833,,0.5,4.0,2014-04-26 20:30:05,0.5,0.92,1.0,2.0,40.6803665161,-73.9679946899,1.0,0.0,0.0,N,67,46,0.0,0.0,5.0,0.5,1.0,0,2.0,2014-04-26 20:27:41,2.0
1331683,5.4,,18,40.7220916748,-73.9576873779,,0.5,20.5,2014-04-18 20:29:16,0.5,0.0,1.0,2.0,40.6848526001,-73.9946899414,1.0,0.0,0.0,N,49,35,0.0,0.0,21.5,6.22,1.0,0,2.0,2014-04-18 20:08:36,20.0
1329445,5.4,,18,40.73387146,-73.8710021973,,1.0,13.0,2014-04-18 19:39:24,0.5,0.0,1.0,2.0,40.7595367432,-73.8303451538,1.0,0.0,0.0,N,49,35,0.0,0.0,14.5,3.78,1.0,0,2.0,2014-04-18 19:28:42,10.0
1491144,5.6,,22,40.8394203186,-73.9435043335,,0.0,14.0,2014-04-22 15:02:43,0.5,0.01,1.0,1.0,40.8161468506,-73.91738891600001,1.0,0.0,0.0,N,71,51,0.0,0.0,14.5,2.85,1.0,0,2.0,2014-04-22 14:45:25,17.0
1702659,5.4,,26,40.7208480835,-73.9955062866,,0.5,18.5,2014-04-27 00:18:03,0.5,0.92,1.0,2.0,40.746913909899995,-73.9564437866,1.0,0.0,0.0,N,67,46,0.0,0.0,19.5,5.3,1.0,0,1.0,2014-04-26 23:59:09,18.0
151568,9.4,B02598,23,,,,,24.4635156837,2014-04-23 06:43:00,,0.0,,,40.7739,-73.8714,,0.0,0.0,,61,44,,,,4.04544608022,,1,,2014-04-23 06:29:00,14.0
1483620,5.6,,22,40.759357452399996,-73.9767532349,,0.0,12.5,2014-04-22 09:56:06,0.5,0.01,1.0,1.0,40.7883987427,-73.9532394409,1.0,0.0,0.0,N,71,51,1.5,0.0,14.5,2.76,1.0,0,2.0,2014-04-22 09:40:28,15.0
416874,4.3,B02682,12,,,,,23.2994780344,2014-04-12 11:44:00,,0.0,,,40.7003,-73.9952,,0.0,0.0,,73,50,,,,2.5637621882799997,,1,,2014-04-12 11:34:00,10.0
679272,3.8,,3,40.855716705300004,-73.9366912842,,0.5,5.5,2014-04-03 23:30:06,0.5,0.07,1.0,2.0,40.820156097399995,-73.9548873901,1.0,0.0,0.0,N,67,46,0.0,0.0,6.5,1.08,1.0,0,2.0,2014-04-03 23:25:51,4.0
1413252,6.3,,20,40.748790741,-73.9921875,,0.0,14.5,2014-04-20 08:32:04,0.5,0.0,1.0,2.0,40.7887420654,-73.9531402588,1.0,0.0,0.0,N,60,45,0.0,0.0,15.0,4.1,1.0,0,2.0,2014-04-20 08:18:03,14.0
914905,6.9,,9,40.7598381042,-73.9293365479,,0.5,5.0,2014-04-09 05:45:30,0.5,0.0,1.0,2.0,40.754127502399996,-73.9426269531,1.0,0.0,0.0,N,61,45,0.0,0.0,6.0,1.0,,0,1.0,2014-04-09 05:42:11,3.0
1024236,5.8,,11,40.835063934299995,-73.9281921387,,1.0,13.5,2014-04-11 19:29:33,0.5,0.0,1.0,2.0,40.8217468262,-73.89767456050001,1.0,0.0,0.0,N,75,56,0.0,0.0,15.0,2.84,1.0,0,2.0,2014-04-11 19:11:58,17.0
809269,4.3,,6,40.7670059204,-73.9326477051,,0.0,4.0,2014-04-06 10:52:02,0.5,0.0,3.0,2.0,40.7612762451,-73.9353256226,1.0,0.0,0.0,N,61,36,0.0,0.0,4.5,0.7,,0,1.0,2014-04-06 10:49:35,2.0
1038949,5.8,,11,40.6772689819,-73.9983825684,,0.5,4.5,2014-04-11 23:30:06,0.5,0.0,5.0,1.0,40.6888313293,-73.9927597046,1.0,0.0,0.0,N,75,56,1.25,0.0,6.75,0.85,1.0,0,2.0,2014-04-11 23:27:02,3.0
675737,3.8,,3,40.749385833699996,-73.88619232180001,,0.0,10.0,2014-04-03 22:18:55,0.0,0.07,1.0,2.0,40.736968994099996,-73.8659210205,5.0,0.0,0.0,N,67,46,0.0,0.0,10.0,1.9,,0,1.0,2014-04-03 22:07:16,11.0
1165319,7.4,,14,40.588596344,-73.96170043949999,,1.0,5.0,2014-04-14 17:16:42,0.5,0.0,4.0,2.0,40.587455749499995,-73.9543991089,1.0,0.0,0.0,N,75,59,0.0,0.0,6.5,0.5,1.0,0,1.0,2014-04-14 17:11:38,5.0
