,dteday,hour,holiday,year,workingday,temp,atemp,hum,windspeed,casual,registered,counts,spring,summer,fall,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm
8176,2011-12-12,8,0,0,1,0.16,0.1818,0.8,0.1045,7,378,385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8180,2011-12-12,12,0,0,1,0.28,0.2879,0.52,0.1045,7,138,145,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8182,2011-12-12,14,0,0,1,0.32,0.3333,0.53,0.1343,16,95,111,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8183,2011-12-12,15,0,0,1,0.32,0.3333,0.57,0.1045,8,124,132,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8184,2011-12-12,16,0,0,1,0.32,0.3333,0.57,0.0896,5,209,214,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8185,2011-12-12,17,0,0,1,0.3,0.3333,0.56,0.0,7,352,359,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8186,2011-12-12,18,0,0,1,0.3,0.3182,0.56,0.0896,8,349,357,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8187,2011-12-12,19,0,0,1,0.28,0.303,0.61,0.0896,9,232,241,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8189,2011-12-12,21,0,0,1,0.26,0.303,0.81,0.0,2,119,121,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8190,2011-12-12,22,0,0,1,0.26,0.303,0.7,0.0,0,71,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8191,2011-12-12,23,0,0,1,0.24,0.2879,0.75,0.0,3,42,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8192,2011-12-13,0,0,0,1,0.22,0.2727,0.8,0.0,1,16,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8193,2011-12-13,1,0,0,1,0.2,0.2576,0.8,0.0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8194,2011-12-13,2,0,0,1,0.2,0.2576,0.8,0.0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8195,2011-12-13,3,0,0,1,0.18,0.2424,0.8,0.0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8196,2011-12-13,4,0,0,1,0.2,0.2576,0.8,0.0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8198,2011-12-13,6,0,0,1,0.2,0.2576,0.8,0.0,0,92,92,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8199,2011-12-13,7,0,0,1,0.16,0.1667,0.8,0.1642,2,221,223,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8200,2011-12-13,8,0,0,1,0.2,0.2273,0.69,0.1045,9,391,400,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8201,2011-12-13,9,0,0,1,0.26,0.2576,0.6,0.1642,10,223,233,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8204,2011-12-13,12,0,0,1,0.36,0.3333,0.43,0.3582,20,147,167,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8205,2011-12-13,13,0,0,1,0.4,0.4091,0.37,0.3284,7,120,127,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8206,2011-12-13,14,0,0,1,0.4,0.4091,0.37,0.2537,18,116,134,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8209,2011-12-13,17,0,0,1,0.36,0.3485,0.4,0.19399999999999998,17,381,398,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8210,2011-12-13,18,0,0,1,0.34,0.3182,0.42,0.2239,12,370,382,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8211,2011-12-13,19,0,0,1,0.32,0.3182,0.49,0.1642,5,262,267,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8212,2011-12-13,20,0,0,1,0.32,0.3182,0.49,0.1642,7,154,161,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8213,2011-12-13,21,0,0,1,0.3,0.303,0.52,0.1642,5,134,139,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8214,2011-12-13,22,0,0,1,0.3,0.303,0.52,0.1642,5,102,107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8217,2011-12-14,1,0,0,1,0.26,0.303,0.75,0.0,0,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8218,2011-12-14,2,0,0,1,0.26,0.303,0.75,0.0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8219,2011-12-14,3,0,0,1,0.28,0.3182,0.65,0.0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8220,2011-12-14,4,0,0,1,0.26,0.303,0.75,0.0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8221,2011-12-14,5,0,0,1,0.26,0.303,0.81,0.0,0,26,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8222,2011-12-14,6,0,0,1,0.26,0.303,0.87,0.0,0,87,87,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8223,2011-12-14,7,0,0,1,0.28,0.3182,0.75,0.0,4,243,247,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8224,2011-12-14,8,0,0,1,0.26,0.303,0.87,0.0,9,458,467,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8225,2011-12-14,9,0,0,1,0.3,0.3333,0.61,0.0,9,230,239,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8226,2011-12-14,10,0,0,1,0.32,0.3485,0.57,0.0,9,133,142,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8227,2011-12-14,11,0,0,1,0.34,0.3636,0.55,0.0,12,103,115,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8228,2011-12-14,12,0,0,1,0.36,0.3636,0.57,0.0896,6,138,144,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8229,2011-12-14,13,0,0,1,0.36,0.3636,0.57,0.1045,14,119,133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8230,2011-12-14,14,0,0,1,0.38,0.3939,0.54,0.0896,17,134,151,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8231,2011-12-14,15,0,0,1,0.38,0.3939,0.54,0.1045,24,143,167,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8232,2011-12-14,16,0,0,1,0.38,0.3939,0.54,0.1045,12,233,245,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8233,2011-12-14,17,0,0,1,0.36,0.3636,0.57,0.1045,19,377,396,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8234,2011-12-14,18,0,0,1,0.36,0.3485,0.62,0.1642,11,379,390,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8235,2011-12-14,19,0,0,1,0.36,0.3636,0.62,0.1045,9,259,268,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8237,2011-12-14,21,0,0,1,0.34,0.3333,0.66,0.1642,9,145,154,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8239,2011-12-14,23,0,0,1,0.32,0.3182,0.7,0.1642,3,48,51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8240,2011-12-15,0,0,0,1,0.32,0.3182,0.7,0.1642,5,45,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8242,2011-12-15,2,0,0,1,0.32,0.3333,0.7,0.1343,2,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8244,2011-12-15,4,0,0,1,0.32,0.303,0.7,0.2239,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8245,2011-12-15,5,0,0,1,0.32,0.303,0.7,0.2836,0,24,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8246,2011-12-15,6,0,0,1,0.32,0.3182,0.66,0.19399999999999998,2,90,92,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8247,2011-12-15,7,0,0,1,0.32,0.3182,0.7,0.19399999999999998,6,252,258,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8248,2011-12-15,8,0,0,1,0.34,0.3182,0.66,0.2239,8,449,457,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8249,2011-12-15,9,0,0,1,0.36,0.3333,0.62,0.2836,6,274,280,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8250,2011-12-15,10,0,0,1,0.4,0.4091,0.58,0.2985,4,105,109,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8251,2011-12-15,11,0,0,1,0.4,0.4091,0.62,0.4179,9,126,135,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8253,2011-12-15,13,0,0,1,0.5,0.4848,0.55,0.3582,14,150,164,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8256,2011-12-15,16,0,0,1,0.46,0.4545,0.72,0.1642,7,124,131,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8257,2011-12-15,17,0,0,1,0.52,0.5,0.59,0.2836,14,310,324,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8258,2011-12-15,18,0,0,1,0.52,0.5,0.59,0.2985,14,363,377,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8259,2011-12-15,19,0,0,1,0.52,0.5,0.59,0.2836,13,274,287,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8261,2011-12-15,21,0,0,1,0.5,0.4848,0.63,0.2985,10,145,155,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8262,2011-12-15,22,0,0,1,0.52,0.5,0.63,0.3284,8,116,124,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8263,2011-12-15,23,0,0,1,0.52,0.5,0.63,0.3284,10,104,114,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8264,2011-12-16,0,0,0,1,0.5,0.4848,0.72,0.3284,12,60,72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8265,2011-12-16,1,0,0,1,0.5,0.4848,0.72,0.2239,3,28,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8266,2011-12-16,2,0,0,1,0.48,0.4697,0.77,0.1045,0,23,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8267,2011-12-16,3,0,0,1,0.46,0.4545,0.82,0.1343,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8268,2011-12-16,4,0,0,1,0.5,0.4848,0.59,0.19399999999999998,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8270,2011-12-16,6,0,0,1,0.44,0.4394,0.33,0.2985,2,80,82,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8272,2011-12-16,8,0,0,1,0.36,0.3333,0.46,0.4179,10,449,459,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8273,2011-12-16,9,0,0,1,0.36,0.3333,0.46,0.3881,8,235,243,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8276,2011-12-16,12,0,0,1,0.34,0.303,0.42,0.3582,10,163,173,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8277,2011-12-16,13,0,0,1,0.34,0.303,0.39,0.3582,12,125,137,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8278,2011-12-16,14,0,0,1,0.34,0.3182,0.42,0.2239,13,115,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8279,2011-12-16,15,0,0,1,0.32,0.303,0.45,0.2985,12,141,153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8280,2011-12-16,16,0,0,1,0.32,0.303,0.45,0.2239,12,212,224,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8281,2011-12-16,17,0,0,1,0.32,0.303,0.45,0.2836,13,352,365,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8282,2011-12-16,18,0,0,1,0.32,0.303,0.45,0.2537,10,285,295,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8284,2011-12-16,20,0,0,1,0.32,0.3182,0.45,0.19399999999999998,6,146,152,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8285,2011-12-16,21,0,0,1,0.32,0.3182,0.45,0.1642,7,95,102,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8286,2011-12-16,22,0,0,1,0.3,0.303,0.49,0.1642,6,100,106,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8287,2011-12-16,23,0,0,1,0.3,0.303,0.49,0.1343,4,71,75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8288,2011-12-17,0,0,0,0,0.3,0.2879,0.49,0.2836,3,59,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8289,2011-12-17,1,0,0,0,0.3,0.2879,0.52,0.2537,4,39,43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8290,2011-12-17,2,0,0,0,0.28,0.2727,0.56,0.2239,11,47,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8291,2011-12-17,3,0,0,0,0.26,0.2576,0.6,0.19399999999999998,4,22,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8293,2011-12-17,5,0,0,0,0.26,0.2576,0.6,0.19399999999999998,2,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8295,2011-12-17,7,0,0,0,0.26,0.2576,0.56,0.2239,0,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8296,2011-12-17,8,0,0,0,0.26,0.2576,0.56,0.2239,4,55,59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8297,2011-12-17,9,0,0,0,0.26,0.2424,0.56,0.2537,5,95,100,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8298,2011-12-17,10,0,0,0,0.26,0.2424,0.52,0.2836,10,171,181,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8299,2011-12-17,11,0,0,0,0.28,0.2576,0.45,0.3284,21,188,209,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8300,2011-12-17,12,0,0,0,0.28,0.2576,0.45,0.2836,28,216,244,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8301,2011-12-17,13,0,0,0,0.28,0.2727,0.48,0.2537,32,204,236,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
8302,2011-12-17,14,0,0,0,0.28,0.2576,0.45,0.3582,30,207,237,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8303,2011-12-17,15,0,0,0,0.28,0.2576,0.45,0.2836,33,195,228,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8304,2011-12-17,16,0,0,0,0.28,0.2727,0.45,0.2239,30,192,222,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8305,2011-12-17,17,0,0,0,0.26,0.2576,0.48,0.2239,12,153,165,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8306,2011-12-17,18,0,0,0,0.26,0.2273,0.48,0.3881,7,150,157,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8307,2011-12-17,19,0,0,0,0.24,0.2121,0.65,0.3284,11,95,106,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
8308,2011-12-17,20,0,0,0,0.22,0.2121,0.69,0.2537,7,99,106,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8309,2011-12-17,21,0,0,0,0.2,0.2121,0.75,0.1642,8,88,96,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8311,2011-12-17,23,0,0,0,0.2,0.2273,0.75,0.0,6,63,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8312,2011-12-18,0,0,0,0,0.2,0.2121,0.75,0.1343,7,64,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8313,2011-12-18,1,0,0,0,0.2,0.2273,0.69,0.1045,3,43,46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8314,2011-12-18,2,0,0,0,0.22,0.2424,0.55,0.1045,2,39,41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8315,2011-12-18,3,0,0,0,0.22,0.2121,0.55,0.2239,2,16,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8316,2011-12-18,4,0,0,0,0.22,0.2121,0.55,0.2239,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8317,2011-12-18,5,0,0,0,0.2,0.2273,0.59,0.1045,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8318,2011-12-18,6,0,0,0,0.2,0.2121,0.59,0.1343,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8319,2011-12-18,7,0,0,0,0.2,0.2121,0.59,0.1642,1,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8320,2011-12-18,8,0,0,0,0.2,0.2576,0.69,0.0,1,31,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8321,2011-12-18,9,0,0,0,0.22,0.2273,0.64,0.1642,6,75,81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8322,2011-12-18,10,0,0,0,0.24,0.2273,0.6,0.2537,7,122,129,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8323,2011-12-18,11,0,0,0,0.24,0.2273,0.6,0.2239,20,168,188,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8324,2011-12-18,12,0,0,0,0.26,0.2576,0.6,0.2239,26,202,228,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8325,2011-12-18,13,0,0,0,0.3,0.2727,0.49,0.2985,18,210,228,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8327,2011-12-18,15,0,0,0,0.32,0.303,0.45,0.2836,23,184,207,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8328,2011-12-18,16,0,0,0,0.28,0.2727,0.48,0.2537,27,207,234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8329,2011-12-18,17,0,0,0,0.28,0.2727,0.46,0.1642,10,126,136,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8330,2011-12-18,18,0,0,0,0.28,0.2727,0.45,0.19399999999999998,15,123,138,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8333,2011-12-18,21,0,0,0,0.22,0.2727,0.64,0.0,9,80,89,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8334,2011-12-18,22,0,0,0,0.22,0.2273,0.75,0.19399999999999998,2,47,49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8335,2011-12-18,23,0,0,0,0.2,0.2273,0.75,0.1045,6,31,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8337,2011-12-19,1,0,0,1,0.18,0.2121,0.8,0.0896,3,8,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8338,2011-12-19,2,0,0,1,0.18,0.2121,0.8,0.0896,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8339,2011-12-19,3,0,0,1,0.16,0.19699999999999998,0.86,0.0896,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8340,2011-12-19,4,0,0,1,0.16,0.1818,0.86,0.1343,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8341,2011-12-19,5,0,0,1,0.14,0.1667,0.93,0.1045,0,21,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8342,2011-12-19,6,0,0,1,0.16,0.1818,0.86,0.1045,0,68,68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8343,2011-12-19,7,0,0,1,0.18,0.2121,0.74,0.1045,4,187,191,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8345,2011-12-19,9,0,0,1,0.22,0.2121,0.69,0.2239,17,166,183,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8347,2011-12-19,11,0,0,1,0.26,0.2424,0.65,0.2537,22,105,127,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8348,2011-12-19,12,0,0,1,0.3,0.2727,0.61,0.3284,13,128,141,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8351,2011-12-19,15,0,0,1,0.38,0.3939,0.46,0.1642,24,135,159,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8352,2011-12-19,16,0,0,1,0.4,0.4091,0.4,0.2537,19,189,208,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8354,2011-12-19,18,0,0,1,0.36,0.3485,0.5,0.19399999999999998,11,343,354,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8355,2011-12-19,19,0,0,1,0.36,0.3485,0.53,0.1642,17,234,251,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8356,2011-12-19,20,0,0,1,0.4,0.4091,0.4,0.1642,9,197,206,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8357,2011-12-19,21,0,0,1,0.36,0.3485,0.53,0.1343,15,112,127,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8358,2011-12-19,22,0,0,1,0.36,0.3485,0.57,0.1642,12,95,107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
8359,2011-12-19,23,0,0,1,0.36,0.3485,0.53,0.1642,10,50,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8360,2011-12-20,0,0,0,1,0.36,0.3636,0.57,0.1045,0,21,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8361,2011-12-20,1,0,0,1,0.36,0.3788,0.53,0.0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8362,2011-12-20,2,0,0,1,0.34,0.3636,0.61,0.0,1,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8365,2011-12-20,5,0,0,1,0.36,0.3788,0.57,0.0,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8366,2011-12-20,6,0,0,1,0.36,0.3788,0.57,0.0,1,71,72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8368,2011-12-20,8,0,0,1,0.42,0.4242,0.54,0.0896,10,422,432,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8371,2011-12-20,11,0,0,1,0.4,0.4091,0.62,0.1642,13,116,129,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8372,2011-12-20,12,0,0,1,0.44,0.4394,0.54,0.1343,16,159,175,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8374,2011-12-20,14,0,0,1,0.44,0.4394,0.58,0.1045,11,127,138,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8376,2011-12-20,16,0,0,1,0.44,0.4394,0.54,0.0,20,218,238,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
